image_path,filename,cluster_id
/Users/qingfengliu/Desktop/fashion-pic/IQw.jpg,IQw.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/JOHNBULL_MENS_2025FW-026.jpg,JOHNBULL_MENS_2025FW-026.jpg,19
/Users/qingfengliu/Desktop/fashion-pic/JOHNBULL_MENS_2025FW-028.jpg,JOHNBULL_MENS_2025FW-028.jpg,20
/Users/qingfengliu/Desktop/fashion-pic/JOHNBULL_MENS_2025FW-030.jpg,JOHNBULL_MENS_2025FW-030.jpg,20
/Users/qingfengliu/Desktop/fashion-pic/JOHNBULL_MENS_2025FW-034.jpg,JOHNBULL_MENS_2025FW-034.jpg,20
/Users/qingfengliu/Desktop/fashion-pic/JOHNBULL_MENS_2025FW-036.jpg,JOHNBULL_MENS_2025FW-036.jpg,20
/Users/qingfengliu/Desktop/fashion-pic/JOHNBULL_MENS_2025FW-038.jpg,JOHNBULL_MENS_2025FW-038.jpg,20
/Users/qingfengliu/Desktop/fashion-pic/JOHNBULL_MENS_2025FW-040.jpg,JOHNBULL_MENS_2025FW-040.jpg,20
/Users/qingfengliu/Desktop/fashion-pic/KFo.jpg,KFo.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Kiivu_2025aw_001.jpg,Kiivu_2025aw_001.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/Kiivu_2025aw_004.jpg,Kiivu_2025aw_004.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/Kiivu_2025aw_007.jpg,Kiivu_2025aw_007.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/Kiivu_2025aw_022.jpg,Kiivu_2025aw_022.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/Kiivu_2025aw_031.jpg,Kiivu_2025aw_031.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/Kiivu_2025aw_034.jpg,Kiivu_2025aw_034.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/Kiivu_2025aw_036.jpg,Kiivu_2025aw_036.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/Kiivu_2025aw_039.jpg,Kiivu_2025aw_039.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/Kiivu_2025aw_045.jpg,Kiivu_2025aw_045.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/LEH_25-26aw-001.jpg,LEH_25-26aw-001.jpg,20
/Users/qingfengliu/Desktop/fashion-pic/LEH_25-26aw-002.jpg,LEH_25-26aw-002.jpg,20
/Users/qingfengliu/Desktop/fashion-pic/LEH_25-26aw-004.jpg,LEH_25-26aw-004.jpg,19
/Users/qingfengliu/Desktop/fashion-pic/LEH_25-26aw-006.jpg,LEH_25-26aw-006.jpg,8
/Users/qingfengliu/Desktop/fashion-pic/LEH_25-26aw-007.jpg,LEH_25-26aw-007.jpg,1
/Users/qingfengliu/Desktop/fashion-pic/LEH_25-26aw-010.jpg,LEH_25-26aw-010.jpg,20
